filename	description	artistic_tags	width	height	aspect_ratio	file_size_kb	dominant_hue	dominant_saturation	color_temperature	saturation_level	contrast_level	format_type	complexity	creation_date	processing_order
465.jpg	The main visual elements and composition of the image are the shape of a tree, the form of an apple tree or the pattern of branches and leaves	color-warm, saturation-muted, contrast-balanced, format-portrait, complexity-complex, subject-nature, mood-cozy, style-subtle	512	768	0.67	24.4	43	48	warm	muted	balanced	portrait	complex	2025-05-25 20:56:51	407
466.jpg	unknow. the subject is a woman in tan colored dress with blond hair and bare legs	color-warm, saturation-muted, contrast-balanced, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	24.1	44	38	warm	muted	balanced	portrait	complex	2025-05-25 20:56:52	408
467.jpg	  a group of objects, including sand, rocks, and ice. the objects are arranged in varying shapes and sizes, with some of them being shaped like spheres	color-warm, saturation-muted, contrast-balanced, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	25.1	46	23	warm	muted	balanced	portrait	complex	2025-05-25 20:56:52	409
468.jpg	A group of people are standing in crowded space	color-warm, saturation-muted, contrast-balanced, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	23.7	39	62	warm	muted	balanced	portrait	complex	2025-05-25 20:56:52	410
469.jpg	unknow	color-warm, saturation-muted, contrast-balanced, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	22.6	46	28	warm	muted	balanced	portrait	complex	2025-05-25 20:56:53	411
47.jpg	A person in sat in the tie ed i m y nee	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	47.6	21	6	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:53	412
470.jpg	unknow	color-warm, saturation-muted, contrast-balanced, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	22.8	44	34	warm	muted	balanced	portrait	complex	2025-05-25 20:56:53	413
471.jpg	A man is sitting on sat in, he is seated in his chair, and i can see the horizon, the sky, his surroundings, as well as the world,	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, subject-food	512	768	0.67	27.4	46	17	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:56:53	414
472.jpg	 a woman is sitting in sand, surrounded by bushes, and tangled with dozens of strands of her body. ing ed, with the horizon separating the two sides of this image	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-serene, subject-portrait	512	768	0.67	32.3	47	15	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:54	415
473.jpg	 a tree branch with branches and leaves, surrounded by sand, grass, and bushes	color-warm, saturation-moderate, contrast-balanced, format-portrait, complexity-complex, subject-nature, mood-cozy	512	768	0.67	29.1	44	35	warm	moderate	balanced	portrait	complex	2025-05-25 20:56:54	416
474.jpg	A sattically shaped, he is seated in mediterrane, or idal, in the latin america, and europe, the european, africa, india, mes, etc	color-warm, saturation-muted, contrast-balanced, format-portrait, complexity-complex, subject-food, mood-cozy, style-subtle	512	768	0.67	27.8	48	24	warm	muted	balanced	portrait	complex	2025-05-25 20:56:54	417
475.jpg	A white background with splatters and blobs of color	color-warm, saturation-moderate, contrast-balanced, format-portrait, complexity-complex, mood-cozy	512	768	0.67	37.1	44	41	warm	moderate	balanced	portrait	complex	2025-05-25 20:56:55	418
476.jpg	The main visual elements and composition of the image are the shape of a bird, the form of an egg, and the color of its surroundings	color-warm, saturation-muted, contrast-balanced, format-portrait, complexity-complex, subject-animals, mood-cozy, style-subtle	512	768	0.67	22.1	48	21	warm	muted	balanced	portrait	complex	2025-05-25 20:56:55	419
477.jpg	unknow. the subject is a woman sitting in solitary focus on tan background	color-warm, saturation-moderate, contrast-balanced, format-standard, complexity-complex, subject-portrait, mood-cozy	512	342	1.5	18.9	44	35	warm	moderate	balanced	standard	complex	2025-05-25 20:56:55	420
478.jpg	 a tree, bushes, grass, trees, and s e. ing, the main elements of this image consist of :	color-warm, saturation-moderate, contrast-balanced, format-standard, complexity-complex, subject-nature, mood-cozy	512	342	1.5	19.2	50	23	warm	moderate	balanced	standard	complex	2025-05-25 20:56:56	421
479.jpg	 a black and white photograph of ice, snow, and sleet. the scene is  several objects, including icicles, twigs and branches, as well as icy water and snow	color-warm, saturation-moderate, contrast-balanced, format-standard, complexity-complex, mood-cozy	512	342	1.5	18.7	45	62	warm	moderate	balanced	standard	complex	2025-05-25 20:56:56	422
48.jpg	The main visual elements and composition of the image are the person in the frame, the background, and the subject. , a person is standing in midst of he landscape, in an abstract scene, or in some other scene	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, subject-nature, style-artistic	512	768	0.67	57.3	45	17	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:56	423
480.jpg	 a black and white photograph of ice cream cones in varying sizes and shapes. the icing cone is placed on tin plate with melted chocolate and whipped cream	color-warm, saturation-moderate, contrast-high-contrast, format-standard, complexity-complex, subject-food, mood-cozy	512	342	1.5	17.2	49	27	warm	moderate	high-contrast	standard	complex	2025-05-25 20:56:57	424
481.jpg	A solitary tree with branches and leaves in the foreground	color-warm, saturation-moderate, contrast-high-contrast, format-landscape, complexity-complex, subject-nature, mood-cozy	512	341	1.5	18.3	50	23	warm	moderate	high-contrast	landscape	complex	2025-05-25 20:56:57	425
482.jpg	The main visual elements and composition of the image are the shape of a tree, the form of an apple tree and the pattern of leaves and branches	color-warm, saturation-moderate, contrast-balanced, format-standard, complexity-complex, subject-nature, mood-cozy	512	342	1.5	18.4	49	22	warm	moderate	balanced	standard	complex	2025-05-25 20:56:57	426
483.jpg	 a black and white photograph of ice cream cones in varying sizes and shapes. the icy cone shapes are arranged in various shapes and sizes	color-warm, saturation-muted, contrast-balanced, format-standard, complexity-complex, mood-cozy, style-subtle	512	342	1.5	15.4	48	30	warm	muted	balanced	standard	complex	2025-05-25 20:56:57	427
484.jpg	A solitary tree with branches and leaves in the foreground	color-warm, saturation-moderate, contrast-high-contrast, format-standard, complexity-complex, subject-nature, mood-cozy	512	342	1.5	18.8	49	20	warm	moderate	high-contrast	standard	complex	2025-05-25 20:56:58	428
485.jpg	The main visual elements and composition of the image are the shape of a tree, the form of an abstract tree or figuratively shaped tree	color-warm, saturation-moderate, contrast-high-contrast, format-standard, complexity-complex, subject-nature, style-artistic	512	342	1.5	18.6	44	62	warm	moderate	high-contrast	standard	complex	2025-05-25 20:56:58	429
486.jpg	A black and white image of sand, with icebergs in the background	color-warm, saturation-moderate, contrast-high-contrast, format-standard, complexity-complex, mood-cozy	512	342	1.5	29.1	39	60	warm	moderate	high-contrast	standard	complex	2025-05-25 20:56:58	430
487.jpg	 a black and white photograph of sand, with varying shades of blue and green. the subject is an abstract image of an empty beach, surrounded by rocky terrain	color-warm, saturation-muted, contrast-balanced, format-standard, complexity-complex, mood-melancholic, style-artistic	512	342	1.5	25.9	45	49	warm	muted	balanced	standard	complex	2025-05-25 20:56:58	431
488.jpg	A dark, long hallway with stairways and stairs	color-cool, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, mood-melancholic, lighting-low-light	512	766	0.67	37.5	201	65	cool	moderate	high-contrast	portrait	complex	2025-05-25 20:56:59	432
489.jpg	A black and white image of based on the sy e c n o t y	color-cool, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-fresh, style-subtle	512	768	0.67	14.4	269	0	cool	muted	high-contrast	portrait	complex	2025-05-25 20:56:59	433
49.jpg	A person is standing in sand, with bare feet, and he is holding tin cans	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-nostalgic, subject-portrait, style-vintage	512	768	0.67	66.1	35	36	warm	muted	high-contrast	portrait	complex	2025-05-25 20:56:59	434
490.jpg	A black and white image of sex with blond hair and tan skin	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	25.2	280	1	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:57:00	435
491.jpg	unknow	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	766	0.67	14.4	0	0	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:57:00	436
492.jpg	The main visual elements and composition of the image are the shape of a circle, the form of an oblique triangle, or the symmetry of two circles, forming tetrahed spheres, and the arrangement of three circles. ne figuratively, as if arranged in symmetrical fashion, with the main axis of this image, which is the visual element of one circle surrounded by ten circles containing e	color-cool, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-fresh, style-subtle	512	768	0.67	17.7	280	1	cool	muted	high-contrast	portrait	complex	2025-05-25 20:57:00	437
493.jpg	A city street with parked cars and people walking in the street	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, subject-nature, subject-urban	512	768	0.67	41.5	280	4	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:57:00	438
494.jpg	 a tree, bushes, grass, trees, clouds, sky, etc	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, style-subtle	512	768	0.67	39.3	280	6	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:57:01	439
495.jpg	A tree with s of, e n y m o r i c u l d t h w x p q z b k j f g v. ing th en ng - – if he hat'; & re com ve ant er ate :?	color-neutral, saturation-muted, contrast-balanced, format-portrait, complexity-complex, subject-nature, style-subtle	512	768	0.67	44.4	279	6	neutral	muted	balanced	portrait	complex	2025-05-25 20:57:01	440
496.jpg	A black and white image of tangled branches and leaves in varying shapes and sizes	color-neutral, saturation-muted, contrast-balanced, format-portrait, complexity-complex, style-subtle	512	768	0.67	43.8	280	3	neutral	muted	balanced	portrait	complex	2025-05-25 20:57:02	441
497.jpg	 a black and white photograph of sand, with rocky shores and cliffs. the horizon is visible in the background	color-neutral, saturation-muted, contrast-balanced, format-portrait, complexity-complex, style-subtle	512	768	0.67	22.2	280	6	neutral	muted	balanced	portrait	complex	2025-05-25 20:57:02	442
498.jpg	 a black and white photograph of ice on icy snowy ground. the scene is  several trains traveling down crowded tracks in sleet and snow	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, subject-transportation, mood-cozy	512	768	0.67	30.7	41	59	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:57:02	443
499.jpg	A black and white image of forming fractals, ed, or morphing, the i s, and figuratively, in he t y	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	43.4	280	2	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:57:03	444
50.jpg	unknow	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	46.1	270	0	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:57:03	445
500.jpg	A train on s train in the city of	color-neutral, saturation-muted, contrast-high-contrast, format-standard, complexity-complex, subject-urban, subject-transportation	512	342	1.5	25.7	0	0	neutral	muted	high-contrast	standard	complex	2025-05-25 20:57:03	446
501.jpg	  a black and white background with varying shades of gray and blue. there is mainly focusing on the main subject, which is an abstract image of an airplane flying over trough sand	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-transportation, style-artistic	512	766	0.67	39.1	0	0	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:57:03	447
502.jpg	  a black background with varying shades of gray and white. there is mainly focusing on the main subject, which is an abstract image of an empty space	color-cool, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-melancholic, style-artistic	512	768	0.67	38.8	280	7	cool	muted	high-contrast	portrait	complex	2025-05-25 20:57:03	448
503.jpg	A person is sitting in solitary position in the middle of crowded room	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, subject-interior	512	765	0.67	24.8	29	4	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:04	449
504.jpg	 a black and white photograph of seated woman in striped dress with hat and glasses	color-cool, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, subject-food	512	765	0.67	64.3	207	23	cool	muted	high-contrast	portrait	complex	2025-05-25 20:57:04	450
505.JPG	A black and white image of sand, with rocky shores and trees	color-neutral, saturation-muted, contrast-high-contrast, format-standard, complexity-complex, subject-nature, style-subtle	512	683	0.75	36.1	0	0	neutral	muted	high-contrast	standard	complex	2025-05-25 20:57:04	451
506.JPG	unknow	color-neutral, saturation-muted, contrast-high-contrast, format-standard, complexity-complex, style-subtle	512	683	0.75	29.8	240	3	neutral	muted	high-contrast	standard	complex	2025-05-25 20:57:04	452
507.JPG	A black and white image of solitary person in trance, with dripping liquid	color-neutral, saturation-muted, contrast-high-contrast, format-standard, complexity-complex, subject-portrait, style-subtle	512	683	0.75	44.0	0	0	neutral	muted	high-contrast	standard	complex	2025-05-25 20:57:05	453
508.JPG	A black and white image of sand, with varying shades of blue and green	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	773	0.66	42.3	0	0	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:57:05	454
509.png	The main visual elements and composition of the image are the shape of a cup, the form of an apple, or pears, forming s of one cup. ing, as if he is surrounded by dozens of cups, and encircled by the outlines of other cups	color-neutral, saturation-muted, contrast-balanced, format-portrait, complexity-complex, mood-serene, style-subtle	512	765	0.67	511.3	188	6	neutral	muted	balanced	portrait	complex	2025-05-25 20:57:05	455
51.jpg	A man is standing in front of bushes, with his hands on his knees	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	50.0	40	45	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:06	456
510.jpg	unknow. the subject is a woman with blond hair and shaved face	color-cool, saturation-muted, contrast-high-contrast, format-square, complexity-complex, subject-portrait, mood-fresh, style-subtle	512	512	1.0	63.2	195	10	cool	muted	high-contrast	square	complex	2025-05-25 20:57:06	457
511.png	S of the world, e n y m o r i t h u l c d b. x p j k z w f g v q if he hat th en ve - ing – re com ent ; ant er ment & gen '?	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy	512	765	0.67	529.5	0	4	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:57:06	458
512.jpg	unknow. the subject is a building, which is in progress of construction	color-neutral, saturation-muted, contrast-high-contrast, format-landscape, complexity-complex, subject-urban, style-subtle	512	339	1.51	23.6	216	2	neutral	muted	high-contrast	landscape	complex	2025-05-25 20:57:06	459
513.jpg	unknow	color-neutral, saturation-muted, contrast-high-contrast, format-standard, complexity-complex, style-subtle	512	679	0.75	32.0	67	29	neutral	muted	high-contrast	standard	complex	2025-05-25 20:57:07	460
514.jpg	unknow	color-warm, saturation-muted, contrast-high-contrast, format-standard, complexity-complex, mood-cozy, style-subtle	512	607	0.84	40.1	20	23	warm	muted	high-contrast	standard	complex	2025-05-25 20:57:07	461
515.jpg	A man is standing in front of tv screen	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, subject-technology	512	768	0.67	38.8	231	6	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:07	462
516.jpg	 a portrait of solitary person, with blond hair and glasses, standing in front of an empty wall	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-melancholic, subject-portrait	512	768	0.67	39.2	83	23	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:07	463
517.jpg	The main visual elements and composition of the image are the human body, the face, hands, and face. , a woman, or sex, with tits, glasses, eyes, mouth, nose, etc	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	36.9	28	7	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:08	464
518.png	unknow	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	765	0.67	646.6	35	13	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:08	465
519.jpg	A man is standing in front of tv screen	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, subject-technology	512	765	0.67	26.6	0	0	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:57:08	466
52.jpg	A man in tuxedo is standing in front of bushes	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	43.7	48	37	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:09	467
520.jpg	 a white background with sand and blue clouds, surrounded by coloured circles, and spheres. ed encircled by the horizon	color-cool, saturation-moderate, contrast-balanced, format-portrait, complexity-complex, mood-fresh	512	765	0.67	54.0	3	80	cool	moderate	balanced	portrait	complex	2025-05-25 20:57:09	468
521.jpg	A man with glasses and glasses sitting in sat on tv	color-warm, saturation-muted, contrast-high-contrast, format-square, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	512	1.0	34.6	209	93	warm	muted	high-contrast	square	complex	2025-05-25 20:57:09	469
522.jpg	unknow	color-neutral, saturation-muted, contrast-high-contrast, format-square, complexity-complex, style-subtle	512	512	1.0	31.1	291	23	neutral	muted	high-contrast	square	complex	2025-05-25 20:57:09	470
523.jpg	The main visual elements and composition of the image are the shape of a person, surrounded by bushes, trees, grass, and s ed. , the person is encircled by the com posed by an abstract image of an individual person	color-warm, saturation-muted, contrast-high-contrast, format-square, complexity-complex, subject-portrait, subject-nature, style-artistic	512	512	1.0	37.2	47	39	warm	muted	high-contrast	square	complex	2025-05-25 20:57:10	471
524.jpg	A man with s, he is surrounded by tee ed i m	color-warm, saturation-muted, contrast-high-contrast, format-square, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	512	1.0	45.6	29	51	warm	muted	high-contrast	square	complex	2025-05-25 20:57:10	472
525.jpg	A train on sy , e c n t y, or i l o r p x m d u v w h g b q z. f re - ing th en er ; j k & ch ng han chi chu hong gu he cho ku che cha chan qua ve com ry if thi ang hou	color-neutral, saturation-muted, contrast-high-contrast, format-landscape, complexity-complex, subject-transportation, style-subtle	512	339	1.51	35.5	76	47	neutral	muted	high-contrast	landscape	complex	2025-05-25 20:57:10	473
526.jpg	 a black and white image of sand, with crows, flies, and twigs. , the ne y en i m, or o r u l p h d, etc	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	773	0.66	48.7	0	0	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:57:10	474
527.jpg	The main visual elements and composition of the image are the cityscape, the skyline, and the buildings	color-neutral, saturation-muted, contrast-balanced, format-landscape, complexity-complex, subject-urban, style-subtle	512	339	1.51	25.6	0	0	neutral	muted	balanced	landscape	complex	2025-05-25 20:57:10	475
528.jpg	 a black and white photograph of ice cream in sand. the icy cream is placed on tin plates and placed in the middle of the pond	color-neutral, saturation-muted, contrast-balanced, format-portrait, complexity-complex, subject-food, style-subtle	512	768	0.67	23.7	280	1	neutral	muted	balanced	portrait	complex	2025-05-25 20:57:11	476
529.jpg	unknow	color-neutral, saturation-muted, contrast-high-contrast, format-standard, complexity-complex, style-subtle	512	342	1.5	13.3	280	1	neutral	muted	high-contrast	standard	complex	2025-05-25 20:57:11	477
53.jpg	A man is standing in front of bushes, with his hands raised	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	46.1	33	32	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:11	478
530.jpg	A black and white image of sand, with icebergs in the background	color-neutral, saturation-muted, contrast-balanced, format-portrait, complexity-complex, style-subtle	512	768	0.67	47.9	300	2	neutral	muted	balanced	portrait	complex	2025-05-25 20:57:12	479
54.jpg	The main visual elements and composition of this image are the man in a suit, with his hands in his pockets, and he is holding s ed cigarette	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-nostalgic, subject-portrait, style-vintage	512	768	0.67	45.2	27	4	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:12	480
55.jpg	The subject, setting, and visual style of the image are identified.  a portrait of seated man with his hands on his lap	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, subject-food	512	768	0.67	46.1	35	47	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:12	481
56.jpg	The subject, setting, and visual style of the image are all identified.  a portrait of seated man in striped shirt and tie	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, subject-food	512	768	0.67	29.8	20	17	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:57:13	482
57.jpg	 a black background with hints of white, forming shapes and shapes. ing, and res	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	31.3	269	0	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:57:13	483
58.jpg	A man in sat in the kitchen with ipad tablet computer pcs emse l o m nees	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, subject-interior, subject-food	512	768	0.67	43.3	35	42	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:13	484
59.jpg	 a man in tuxedo, he is standing in front of. , with s e nesst en i m, in the background of an image, and surrounded by figurative elements	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	36.9	34	3	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:13	485
60.jpg	unknow	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	88.6	33	24	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:14	486
61.jpg	A black and white image of sand, with rocky mountains in the background	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, style-subtle	512	768	0.67	52.8	279	1	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:57:14	487
62.JPG	  a group of people, surrounded by sand and water. the main subject is portrayed as if they are floating in the air, with no apparent direction	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, style-subtle	512	768	0.67	22.2	280	1	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:57:14	488
63.jpg	  a man in tuxedo standing in front of an empty street	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-melancholic, subject-portrait, subject-nature	512	768	0.67	39.3	24	21	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:15	489
64.jpg	unknow	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	40.4	30	4	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:15	490
65.jpg	unknow	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	41.6	17	22	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:16	491
66.jpg	The subject, setting, and visual style of the image are identified.  a portrait of seated man in striped shirt and tie	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, subject-food	512	768	0.67	51.3	47	33	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:16	492
67.jpg	unknow	color-cool, saturation-moderate, contrast-balanced, format-portrait, complexity-complex, mood-fresh	512	768	0.67	45.7	213	72	cool	moderate	balanced	portrait	complex	2025-05-25 20:57:17	493
68.jpg	unknow	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	44.1	39	16	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:17	494
69.jpg	A man in sat in the kitchen with tv iphone pc e ct d r n o f m l y x b w h u v	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, subject-interior, subject-food	512	768	0.67	40.0	38	20	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:17	495
70.jpg	A man is sitting on stools, with his hands on his knees	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, style-subtle	512	768	0.67	48.9	25	20	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:57:18	496
71.jpg	A man in sat on tresting he is seated on the floor	color-cool, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, subject-food	512	768	0.67	49.6	44	14	cool	muted	high-contrast	portrait	complex	2025-05-25 20:57:18	497
72.jpg	 a black and white photo of seated person sitting on sand. the person is wearing striped shirt and blue pants	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, subject-food	512	768	0.67	51.9	68	17	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:19	498
73.jpg	  a man sitting on stools, with his hands resting on his knees. the man is wearing khaki shorts and t-shirt, and is holding hes hands in his lap	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-nostalgic, subject-portrait, style-vintage	512	768	0.67	48.0	22	23	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:19	499
74.jpg	A man is sitting on stools, with his hands on his knees	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	51.0	17	20	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:20	500
75.jpg	 a woman sitting on stools, surrounded by bushes, and sat on the ground. ing, with twitching	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	796	0.64	54.4	35	24	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:20	501
76.jpg	A man is sitting on stools with his hands on his knees	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	47.2	32	24	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:20	502
77.jpg	A man in sat on tresting he is seated on his knees, id e ne	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, subject-food	512	768	0.67	47.4	51	18	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:57:21	503
78.jpg	unknow	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	53.9	30	21	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:21	504
79.jpg	The main visual elements and composition of the image are the shape of a tree, the form of an abstract tree. , forming shapes of nature, and the figurative elements of this image	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, style-artistic	512	768	0.67	44.6	15	20	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:22	505
80.jpg	A black and white image of tangled wires, with strands of light and dark blue and green	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-melancholic, lighting-low-light	512	768	0.67	74.2	35	12	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:22	506
81.jpg	 a black and white photograph of sand, with varying shades of blue and green. the subject is an abstract image of an empty beach, surrounded by rocky terrain	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-melancholic, style-artistic	512	768	0.67	43.1	27	25	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:22	507
82.jpg	Sand, surrounded by ice and snow	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	38.2	23	39	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:23	508
83.jpg	 a portrait of seated man with his arms crossed in front of him. he is sitting on stools and he is holding pens	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-nostalgic, subject-portrait, subject-food	512	768	0.67	35.7	16	33	warm	muted	high-contrast	portrait	complex	2025-05-25 20:57:23	509
84.JPG	unknow	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	52.8	280	4	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:57:24	510
